epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
375,5714.65,1.17224,0.74018,1.0651,0.89537,0.84578,0.92728,0.68997,0.91806,0.6593,1.10463,0.007943,0.007943,0.007943
376,5729.98,1.20185,0.7645,1.06767,0.88452,0.85154,0.92674,0.68825,0.91658,0.65971,1.10617,0.0079375,0.0079375,0.0079375
377,5745.15,1.18587,0.76742,1.07191,0.88043,0.86343,0.92602,0.68778,0.91426,0.65822,1.11023,0.007932,0.007932,0.007932
378,5760.35,1.18266,0.767,1.07583,0.88196,0.86825,0.92897,0.68949,0.91365,0.65859,1.11638,0.0079265,0.0079265,0.0079265
379,5775.52,1.19258,0.73618,1.06383,0.87337,0.86521,0.9235,0.68686,0.91134,0.65875,1.11689,0.007921,0.007921,0.007921
380,5790.69,1.18102,0.72856,1.08492,0.86989,0.86549,0.92212,0.68739,0.91094,0.65817,1.12044,0.0079155,0.0079155,0.0079155
381,5806.03,1.18819,0.74963,1.08933,0.87066,0.86754,0.91875,0.68826,0.91246,0.65918,1.12418,0.00791,0.00791,0.00791
382,5821.22,1.19928,0.74656,1.06115,0.83998,0.89859,0.91878,0.68818,0.91494,0.66103,1.12605,0.0079045,0.0079045,0.0079045
383,5836.39,1.17249,0.73124,1.06142,0.86716,0.8721,0.91913,0.68807,0.91057,0.66144,1.12643,0.007899,0.007899,0.007899
384,5851.61,1.21318,0.75374,1.07999,0.86525,0.87077,0.91773,0.68671,0.91539,0.66329,1.12864,0.0078935,0.0078935,0.0078935
385,5866.79,1.16383,0.75237,1.06347,0.86111,0.87085,0.91698,0.68716,0.91447,0.66612,1.12653,0.007888,0.007888,0.007888
386,5882.12,1.19062,0.76236,1.09443,0.85355,0.87782,0.91733,0.68803,0.91241,0.66628,1.12603,0.0078825,0.0078825,0.0078825
387,5897.31,1.2192,0.77872,1.10956,0.8556,0.87832,0.91979,0.68863,0.911,0.66561,1.12522,0.007877,0.007877,0.007877
388,5912.5,1.20221,0.75421,1.07674,0.86335,0.87452,0.92039,0.6893,0.90968,0.663,1.12373,0.0078715,0.0078715,0.0078715
389,5927.69,1.17907,0.7371,1.05304,0.84323,0.89755,0.92121,0.69028,0.90824,0.66247,1.12409,0.007866,0.007866,0.007866
390,5942.88,1.17612,0.74524,1.07033,0.84888,0.90218,0.92187,0.69202,0.90724,0.66281,1.12263,0.0078605,0.0078605,0.0078605
391,5958.12,1.20141,0.75418,1.06887,0.84933,0.90257,0.92224,0.69224,0.91012,0.66399,1.12292,0.007855,0.007855,0.007855
392,5973.47,1.18308,0.72352,1.07719,0.85078,0.9025,0.91881,0.68883,0.91086,0.6642,1.12321,0.0078495,0.0078495,0.0078495
393,5988.7,1.17629,0.75837,1.05447,0.8743,0.87228,0.91895,0.69154,0.91026,0.66501,1.11938,0.007844,0.007844,0.007844
394,6003.9,1.16231,0.73138,1.08694,0.87416,0.87113,0.91876,0.69145,0.90902,0.66373,1.11749,0.0078385,0.0078385,0.0078385
395,6019.11,1.16753,0.73561,1.08671,0.873,0.87318,0.91922,0.69135,0.90808,0.66169,1.11571,0.007833,0.007833,0.007833
396,6034.32,1.16427,0.74179,1.09251,0.86388,0.88605,0.91941,0.69291,0.90782,0.66128,1.11338,0.0078275,0.0078275,0.0078275
397,6049.68,1.18504,0.74995,1.08382,0.88114,0.87652,0.92043,0.6936,0.90417,0.6604,1.11217,0.007822,0.007822,0.007822
398,6064.89,1.18156,0.74269,1.07032,0.88784,0.88019,0.92093,0.69229,0.90367,0.6572,1.11216,0.0078165,0.0078165,0.0078165
399,6080.06,1.18331,0.7411,1.09529,0.88628,0.88152,0.92114,0.6934,0.90196,0.65669,1.11249,0.007811,0.007811,0.007811
400,6095.25,1.17076,0.7352,1.07957,0.88544,0.88006,0.92137,0.69366,0.90164,0.65493,1.11502,0.0078055,0.0078055,0.0078055
401,6110.46,1.19986,0.73968,1.04759,0.88383,0.88157,0.92208,0.69366,0.90408,0.65121,1.11675,0.0078,0.0078,0.0078
402,6125.62,1.15801,0.73591,1.05487,0.88319,0.88144,0.92218,0.6936,0.90357,0.64968,1.11786,0.0077945,0.0077945,0.0077945
403,6140.99,1.18784,0.73239,1.07559,0.88365,0.88006,0.92162,0.69219,0.90155,0.64898,1.11498,0.007789,0.007789,0.007789
